bl_item_object_type;bl_parent;item_id;uom_tag;current_desc;bl_quantity;tpv4_rozmer_norma;tpv4_atribut_1;tpv4_atribut_2;tpv4_sklad_mn;last_mod_date;PDF,IMAN_specification;DXF,IMAN_specification;
TPV4_hut_mat;202122190/01,1-1900 (Pohled);202119970;ks;Deckblech li.;;;;;0.000000;2023-5-7 4:17:53;-;-
TPV4_hut_mat;202122190/01,1-1900 (Pohled);202122210;ks;Verst�rkung Buchse 1 Bl 8;;;;;0.000000;2023-5-7 4:17:53;-;-
TPV4_hut_mat;202120000/01,3-0000 (Pohled);202122230;ks;Aufnahme-Buchse li. hi. geschw;;;;;0.000000;2023-5-7 4:17:53;-;-
TPV4_hut_mat;202122230/01,1-2000 (Pohled);200178130;ks;Bushing;;;;;0.000000;2023-5-7 4:17:54;-;-
TPV4_hut_mat;202122230/01,1-2000 (Pohled);202122220;ks;Verst�rkung Buchse 2 Bl 8;;;;;0.000000;2023-5-7 4:17:53;-;-
TPV4_hut_mat;202120000/01,3-0000 (Pohled);202122250;ks;Drehmomentknoten vo. Bl 6;;;;;0.000000;2023-5-7 4:17:55;-;-
TPV4_hut_mat;202120000/01,3-0000 (Pohled);202122260;ks;Drehmomentknoten hi. Bl 12;;;;;0.000000;2023-5-7 4:17:55;-;-
TPV4_hut_mat;202120000/01,3-0000 (Pohled);202122290;ks;Pufferst�tze Bl 8;;;;;0.000000;2023-5-7 4:17:52;-;-
TPV4_hut_mat;202120000/01,3-0000 (Pohled);202122360;ks;Verst�rkung Bl 15;;;;;0.000000;2023-5-7 4:17:53;-;-
TPV4_hut_mat;202120000/01,3-0000 (Pohled);202122430;ks;Pufferst�tze 2 Bl 12;;;;;0.000000;2023-5-7 4:17:55;-;-
TPV4_hut_mat;202120000/01,3-0000 (Pohled);9090080;ks;Weld nut M10;2;;;;0.000000;2023-5-7 4:17:55;-;-
TPV4_hut_mat;202120000/01,3-0000 (Pohled);9090150;ks;Weld nut M16;2;;;;0.000000;2023-5-7 4:17:55;-;-
TPV4_hut_mat;202120000/01,3-0000 (Pohled);200178250;ks;Bushing with cross-hole;2;;;;0.000000;2023-5-7 4:17:52;-;-
